system   D            wsystem.c:583  maybe_parent_dir                 [   0.00063] Also searching C:\Users\JuanPablo\documents\visual studio 2013\Projects\adventureshire\
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.00397] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.00476] Glyph 73: 10x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.00496] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.00498] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.00681] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.00684] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.00794] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.00797] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.01143] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.01145] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.01232] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.01235] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.64750] Glyph 48: 13x13 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.64758] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.64763] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.64893] Glyph 80: 14x10 (16x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.64947] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.64952] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.65047] Glyph 92: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.65094] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.65099] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.65206] Glyph 69: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.65254] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.65260] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.65363] Glyph 90: 14x10 (16x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.65420] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.65428] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.65554] Glyph 71: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.65603] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.65608] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.65698] Glyph 15: 7x7 (8x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.65745] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.65749] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.65839] Glyph 36: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.65890] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.65894] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.65987] Glyph 74: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.66033] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.66039] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.66144] Glyph 17: 5x5 (8x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.66197] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.66204] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.66328] Glyph 40: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.66378] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.66385] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.66482] Glyph 34: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.66528] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.66533] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.66637] Glyph 52: 11x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.66686] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.66692] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.66786] Glyph 84: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.66836] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.66840] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.66937] Glyph 43: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.66989] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.66997] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.67254] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.67261] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [   7.79950] removed dtor for object 0401E348
dtor     D               dtor.c:214  _al_unregister_destructor        [   7.81343] removed dtor for object 03FF37A0
dtor     D               dtor.c:214  _al_unregister_destructor        [   7.81350] removed dtor for object 03FD27C8
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   7.81353] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [   7.81433] removed dtor for object 0401A3B0
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   7.81436] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [   7.81664] removed dtor for object 03FD71F8
dtor     D               dtor.c:214  _al_unregister_destructor        [   7.83059] removed dtor for object 03FCE470
dtor     D               dtor.c:214  _al_unregister_destructor        [   7.83064] removed dtor for object 03FEFB18
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   7.83076] d3d_destroy_bitmap: Release video texture failed.
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [   7.83168] destroying display 0075D3C0 (current 00000000)
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   7.83172] converting display bitmap 0401EBB0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   7.83282] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   7.83287] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [   7.83453] waiting for display 0075D3C0's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [   7.84517] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [   7.87440] d3d display thread exits
dtor     D               dtor.c:114  _al_run_destructors              [   7.87608] calling dtor for object 0401EBB0, func 0F9A2595
dtor     D               dtor.c:214  _al_unregister_destructor        [   7.87611] removed dtor for object 0401EBB0
dtor     D               dtor.c:214  _al_unregister_destructor        [   7.87693] removed dtor for object 0401E7A8
dtor     D               dtor.c:214  _al_unregister_destructor        [   7.87696] removed dtor for object 0411D778
dtor     D               dtor.c:214  _al_unregister_destructor        [   7.87700] removed dtor for object 0401DD70
audio-dsound D           dsound.cpp:526  _dsound_stop_voice               [   7.87702] Stopping voice
audio-dsound D           dsound.cpp:542  _dsound_stop_voice               [   7.87704] Joining thread
audio-dsound D           dsound.cpp:548  _dsound_stop_voice               [   7.88255] Joined thread
audio-dsound D           dsound.cpp:550  _dsound_stop_voice               [   7.88259] Destroying thread
audio-dsound D           dsound.cpp:552  _dsound_stop_voice               [   7.88262] Thread destroyed
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [   7.88265] Releasing buffer
audio-dsound I           dsound.cpp:559  _dsound_stop_voice               [   7.88268] Voice stopped
dtor     D               dtor.c:214  _al_unregister_destructor        [   7.88273] removed dtor for object 03FF8C30
audio-dsound D           dsound.cpp:375  _dsound_deallocate_voice         [   7.88276] Deallocating voice
audio-dsound D           dsound.cpp:380  _dsound_deallocate_voice         [   7.88280] Deallocated voice
audio-dsound D           dsound.cpp:289  _dsound_close                    [   7.88311] Releasing device
audio-dsound D           dsound.cpp:291  _dsound_close                    [   7.89129] Released device
audio-dsound I           dsound.cpp:294  _dsound_close                    [   7.89134] DirectSound closed
